"REF_DATE","GEO","DGUID","Gender","Indicators","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2024-01","Canada (excluding territories)","2021A000011124","Total, all persons","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331433830","1.1.1.1","21.7","","","","1"
"2024-01","Canada (excluding territories)","2021A000011124","Total, all persons","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331433839","1.1.2.1","29.8","","","","1"
"2024-01","Canada (excluding territories)","2021A000011124","Total, all persons","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331433848","1.1.3.1","48.6","","","","1"
"2024-01","Canada (excluding territories)","2021A000011124","Men","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331433866","1.2.1.1","22.3","","","","1"
"2024-01","Canada (excluding territories)","2021A000011124","Men","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331433875","1.2.2.1","29.2","","","","1"
"2024-01","Canada (excluding territories)","2021A000011124","Men","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331433884","1.2.3.1","48.5","","","","1"
"2024-01","Canada (excluding territories)","2021A000011124","Women","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331433902","1.3.1.1","21.0","","","","1"
"2024-01","Canada (excluding territories)","2021A000011124","Women","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331433911","1.3.2.1","30.3","","","","1"
"2024-01","Canada (excluding territories)","2021A000011124","Women","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331433920","1.3.3.1","48.7","","","","1"
"2024-01","Atlantic Region","2021A00011","Total, all persons","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331433938","2.1.1.1","22.2","","","","1"
"2024-01","Atlantic Region","2021A00011","Total, all persons","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331433947","2.1.2.1","27.5","","","","1"
"2024-01","Atlantic Region","2021A00011","Total, all persons","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331433956","2.1.3.1","50.3","","","","1"
"2024-01","Atlantic Region","2021A00011","Men","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331433974","2.2.1.1","20.7","","","","1"
"2024-01","Atlantic Region","2021A00011","Men","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331433983","2.2.2.1","29.2","","","","1"
"2024-01","Atlantic Region","2021A00011","Men","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331433992","2.2.3.1","50.0","","","","1"
"2024-01","Atlantic Region","2021A00011","Women","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331434010","2.3.1.1","23.6","","","","1"
"2024-01","Atlantic Region","2021A00011","Women","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331434019","2.3.2.1","25.8","","","","1"
"2024-01","Atlantic Region","2021A00011","Women","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331434028","2.3.3.1","50.7","","","","1"
"2024-01","Newfoundland and Labrador","2021A000210","Total, all persons","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331434046","3.1.1.1","20.7","","","","1"
"2024-01","Newfoundland and Labrador","2021A000210","Total, all persons","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331434055","3.1.2.1","26.4","","","","1"
"2024-01","Newfoundland and Labrador","2021A000210","Total, all persons","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331434064","3.1.3.1","52.9","","","","1"
"2024-01","Newfoundland and Labrador","2021A000210","Men","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331434082","3.2.1.1","19.2","","","","1"
"2024-01","Newfoundland and Labrador","2021A000210","Men","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331434091","3.2.2.1","27.6","","","","1"
"2024-01","Newfoundland and Labrador","2021A000210","Men","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331434100","3.2.3.1","53.2","","","","1"
"2024-01","Newfoundland and Labrador","2021A000210","Women","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331434118","3.3.1.1","22.2","","","","1"
"2024-01","Newfoundland and Labrador","2021A000210","Women","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331434127","3.3.2.1","25.2","","","","1"
"2024-01","Newfoundland and Labrador","2021A000210","Women","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331434136","3.3.3.1","52.6","","","","1"
"2024-01","Prince Edward Island","2021A000211","Total, all persons","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331434154","4.1.1.1","23.0","","","","1"
"2024-01","Prince Edward Island","2021A000211","Total, all persons","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331434163","4.1.2.1","30.2","","","","1"
"2024-01","Prince Edward Island","2021A000211","Total, all persons","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331434172","4.1.3.1","46.8","","","","1"
"2024-01","Prince Edward Island","2021A000211","Men","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331434190","4.2.1.1","22.1","","","","1"
"2024-01","Prince Edward Island","2021A000211","Men","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331434199","4.2.2.1","33.8","","","","1"
"2024-01","Prince Edward Island","2021A000211","Men","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331434208","4.2.3.1","44.0","","","","1"
"2024-01","Prince Edward Island","2021A000211","Women","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331434226","4.3.1.1","23.8","","","","1"
"2024-01","Prince Edward Island","2021A000211","Women","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331434235","4.3.2.1","26.6","","","","1"
"2024-01","Prince Edward Island","2021A000211","Women","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331434244","4.3.3.1","49.6","","","","1"
"2024-01","Nova Scotia","2021A000212","Total, all persons","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331434262","5.1.1.1","24.2","","","","1"
"2024-01","Nova Scotia","2021A000212","Total, all persons","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331434271","5.1.2.1","27.9","","","","1"
"2024-01","Nova Scotia","2021A000212","Total, all persons","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331434280","5.1.3.1","47.9","","","","1"
"2024-01","Nova Scotia","2021A000212","Men","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331434298","5.2.1.1","22.7","","","","1"
"2024-01","Nova Scotia","2021A000212","Men","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331434307","5.2.2.1","30.9","","","","1"
"2024-01","Nova Scotia","2021A000212","Men","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331434316","5.2.3.1","46.4","","","","1"
"2024-01","Nova Scotia","2021A000212","Women","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331434334","5.3.1.1","25.7","","","","1"
"2024-01","Nova Scotia","2021A000212","Women","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331434343","5.3.2.1","25.1","","","","1"
"2024-01","Nova Scotia","2021A000212","Women","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331434352","5.3.3.1","49.2","","","","1"
"2024-01","New Brunswick","2021A000213","Total, all persons","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331434370","6.1.1.1","20.3","","","","1"
"2024-01","New Brunswick","2021A000213","Total, all persons","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331434379","6.1.2.1","27.1","","","","1"
"2024-01","New Brunswick","2021A000213","Total, all persons","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331434388","6.1.3.1","52.6","","","","1"
"2024-01","New Brunswick","2021A000213","Men","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331434406","6.2.1.1","19.0","","","","1"
"2024-01","New Brunswick","2021A000213","Men","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331434415","6.2.2.1","27.3","","","","1"
"2024-01","New Brunswick","2021A000213","Men","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331434424","6.2.3.1","53.7","","","","1"
"2024-01","New Brunswick","2021A000213","Women","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331434442","6.3.1.1","21.7","","","","1"
"2024-01","New Brunswick","2021A000213","Women","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331434451","6.3.2.1","26.9","","","","1"
"2024-01","New Brunswick","2021A000213","Women","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331434460","6.3.3.1","51.4","","","","1"
"2024-01","Quebec","2021A000224","Total, all persons","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331434478","7.1.1.1","14.8","","","","1"
"2024-01","Quebec","2021A000224","Total, all persons","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331434487","7.1.2.1","27.0","","","","1"
"2024-01","Quebec","2021A000224","Total, all persons","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331434496","7.1.3.1","58.2","","","","1"
"2024-01","Quebec","2021A000224","Men","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331434514","7.2.1.1","16.0","","","","1"
"2024-01","Quebec","2021A000224","Men","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331434523","7.2.2.1","26.0","","","","1"
"2024-01","Quebec","2021A000224","Men","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331434532","7.2.3.1","57.9","","","","1"
"2024-01","Quebec","2021A000224","Women","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331434550","7.3.1.1","13.5","","","","1"
"2024-01","Quebec","2021A000224","Women","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331434559","7.3.2.1","28.0","","","","1"
"2024-01","Quebec","2021A000224","Women","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331434568","7.3.3.1","58.4","","","","1"
"2024-01","Ontario","2021A000235","Total, all persons","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331434586","8.1.1.1","25.5","","","","1"
"2024-01","Ontario","2021A000235","Total, all persons","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331434595","8.1.2.1","31.1","","","","1"
"2024-01","Ontario","2021A000235","Total, all persons","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331434604","8.1.3.1","43.4","","","","1"
"2024-01","Ontario","2021A000235","Men","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331434622","8.2.1.1","26.5","","","","1"
"2024-01","Ontario","2021A000235","Men","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331434631","8.2.2.1","30.3","","","","1"
"2024-01","Ontario","2021A000235","Men","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331434640","8.2.3.1","43.2","","","","1"
"2024-01","Ontario","2021A000235","Women","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331434658","8.3.1.1","24.5","","","","1"
"2024-01","Ontario","2021A000235","Women","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331434667","8.3.2.1","31.9","","","","1"
"2024-01","Ontario","2021A000235","Women","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331434676","8.3.3.1","43.6","","","","1"
"2024-01","Prairies Region","2021A00014","Total, all persons","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331434694","9.1.1.1","22.3","","","","1"
"2024-01","Prairies Region","2021A00014","Total, all persons","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331434703","9.1.2.1","29.0","","","","1"
"2024-01","Prairies Region","2021A00014","Total, all persons","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331434712","9.1.3.1","48.7","","","","1"
"2024-01","Prairies Region","2021A00014","Men","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331434730","9.2.1.1","22.3","","","","1"
"2024-01","Prairies Region","2021A00014","Men","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331434739","9.2.2.1","28.4","","","","1"
"2024-01","Prairies Region","2021A00014","Men","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331434748","9.2.3.1","49.3","","","","1"
"2024-01","Prairies Region","2021A00014","Women","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331434766","9.3.1.1","22.2","","","","1"
"2024-01","Prairies Region","2021A00014","Women","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331434775","9.3.2.1","29.7","","","","1"
"2024-01","Prairies Region","2021A00014","Women","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331434784","9.3.3.1","48.1","","","","1"
"2024-01","Manitoba","2021A000246","Total, all persons","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331434802","10.1.1.1","21.2","","","","1"
"2024-01","Manitoba","2021A000246","Total, all persons","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331434811","10.1.2.1","27.4","","","","1"
"2024-01","Manitoba","2021A000246","Total, all persons","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331434820","10.1.3.1","51.4","","","","1"
"2024-01","Manitoba","2021A000246","Men","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331434838","10.2.1.1","21.4","","","","1"
"2024-01","Manitoba","2021A000246","Men","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331434847","10.2.2.1","27.2","","","","1"
"2024-01","Manitoba","2021A000246","Men","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331434856","10.2.3.1","51.3","","","","1"
"2024-01","Manitoba","2021A000246","Women","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331434874","10.3.1.1","21.0","","","","1"
"2024-01","Manitoba","2021A000246","Women","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331434883","10.3.2.1","27.6","","","","1"
"2024-01","Manitoba","2021A000246","Women","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331434892","10.3.3.1","51.4","","","","1"
"2024-01","Saskatchewan","2021A000247","Total, all persons","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331434910","11.1.1.1","23.2","","","","1"
"2024-01","Saskatchewan","2021A000247","Total, all persons","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331434919","11.1.2.1","29.3","","","","1"
"2024-01","Saskatchewan","2021A000247","Total, all persons","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331434928","11.1.3.1","47.5","","","","1"
"2024-01","Saskatchewan","2021A000247","Men","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331434946","11.2.1.1","22.7","","","","1"
"2024-01","Saskatchewan","2021A000247","Men","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331434955","11.2.2.1","32.4","","","","1"
"2024-01","Saskatchewan","2021A000247","Men","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331434964","11.2.3.1","44.9","","","","1"
"2024-01","Saskatchewan","2021A000247","Women","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331434982","11.3.1.1","23.7","","","","1"
"2024-01","Saskatchewan","2021A000247","Women","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331434991","11.3.2.1","26.1","","","","1"
"2024-01","Saskatchewan","2021A000247","Women","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331435000","11.3.3.1","50.2","","","","1"
"2024-01","Alberta","2021A000248","Total, all persons","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331435018","12.1.1.1","22.3","","","","1"
"2024-01","Alberta","2021A000248","Total, all persons","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331435027","12.1.2.1","29.5","","","","1"
"2024-01","Alberta","2021A000248","Total, all persons","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331435036","12.1.3.1","48.2","","","","1"
"2024-01","Alberta","2021A000248","Men","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331435054","12.2.1.1","22.5","","","","1"
"2024-01","Alberta","2021A000248","Men","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331435063","12.2.2.1","27.8","","","","1"
"2024-01","Alberta","2021A000248","Men","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331435072","12.2.3.1","49.7","","","","1"
"2024-01","Alberta","2021A000248","Women","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331435090","12.3.1.1","22.2","","","","1"
"2024-01","Alberta","2021A000248","Women","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331435099","12.3.2.1","31.1","","","","1"
"2024-01","Alberta","2021A000248","Women","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331435108","12.3.3.1","46.7","","","","1"
"2024-01","British Columbia","2021A000259","Total, all persons","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331435126","13.1.1.1","20.7","","","","1"
"2024-01","British Columbia","2021A000259","Total, all persons","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331435135","13.1.2.1","32.2","","","","1"
"2024-01","British Columbia","2021A000259","Total, all persons","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331435144","13.1.3.1","47.1","","","","1"
"2024-01","British Columbia","2021A000259","Men","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331435162","13.2.1.1","21.3","","","","1"
"2024-01","British Columbia","2021A000259","Men","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331435171","13.2.2.1","32.1","","","","1"
"2024-01","British Columbia","2021A000259","Men","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331435180","13.2.3.1","46.5","","","","1"
"2024-01","British Columbia","2021A000259","Women","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331435198","13.3.1.1","20.1","","","","1"
"2024-01","British Columbia","2021A000259","Women","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331435207","13.3.2.1","32.3","","","","1"
"2024-01","British Columbia","2021A000259","Women","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331435216","13.3.3.1","47.6","","","","1"


